Topic,coherence,consistency,fluency,overall
49ers,0.2284357142936971,0.1859355339532457,0.6386035869504031,0.3509916117324486
Amazon,0.008351429582580514,0.24349757199557615,0.4705412898458237,0.24079676380799345
Beyonce,0.5022929629965956,0.34487452261606205,0.457415252138159,0.43486091258360554
Chicago,0.13899516218694577,0.30546944251787794,0.5197879524948266,0.3214175190665501
Christmas,0.0980220778045807,0.5365766791214664,0.5710773858518186,0.4018920475926219
Eagles,0.035518789439371284,0.5364414649430221,0.746431728292257,0.43946399422488347
Facebook,0.021235478139221227,0.5134367951210159,0.6208629218690404,0.38517839837642587
Flu,0.13063352395870104,0.2727367479322825,0.4556115394460165,0.2863272704456667
Graduation,0.006847382761867417,0.21120223766152832,0.33102752029086296,0.18302571357141958
Grammys,0.3033462218452663,0.3810586178607713,0.6255617660623293,0.4366555352561223
Iphone,0.008107692445470997,0.1784299251510589,0.2947470682531452,0.16042822861655837
Kobe,0.1329395029714602,0.31093091650579424,0.5763647968565472,0.3400784054446005
McDonalds,0.20698116410472456,0.5109706694072228,0.4199525927968334,0.37930147543626025
NBA,0.1903321973497133,0.34078320689561187,0.6471886884082438,0.392768030884523
NYC,0.37755701412711923,0.34033019269431314,0.708676541857818,0.4755212495597501
Netflix,0.490525595761395,0.3700376281225327,0.6585391818699673,0.5063674685846317
Obama,0.3286322252729068,0.4139420307274277,0.6210351876756273,0.4545364812253206
Paris,0.20344073821011058,0.438532522314142,0.602704395581488,0.4148925520352469
Patriots,0.482407566106018,0.422493520115805,0.6976650899724888,0.5341887253981039
Seahawks,0.15060462651129805,0.3044571455422276,0.5326254044660357,0.32922905883985376
Superbowl,0.010556967457743123,0.4695400718474995,0.6332528270569994,0.37111662212074736
Thanksgiving,0.005337243195721149,0.5085427504605475,0.6621458742301151,0.3920086226287946
VMA,0.14391738444167032,0.5238844136419887,0.5784324698456731,0.4154114226431107
WWE,0.19326925674608927,0.28973114040294423,0.508550120741634,0.3305168392968892
Xbox,0.5479434948814916,0.40224173372711614,0.4310272345638505,0.46040415439081944
