Topic,BLANC-help,BLANC-tune
49ers,0.1228813559322034,0.1461864406779661
Amazon,0.13582677165354332,0.12007874015748031
Beyonce,0.12290502793296089,0.09683426443202979
Chicago,0.08736059479553904,0.0762081784386617
Christmas,0.13211382113821138,0.13008130081300814
Eagles,0.10772357723577236,0.07113821138211382
Facebook,0.10485436893203884,0.11067961165048544
Flu,0.11155378486055777,0.06772908366533864
Graduation,0.06336633663366337,0.08712871287128712
Grammys,0.1277445109780439,0.08782435129740519
Iphone,0.12240663900414937,0.1016597510373444
Kobe,0.13286713286713286,0.1381118881118881
McDonalds,0.11515151515151516,0.1191919191919192
NBA,0.09072978303747535,0.02564102564102564
NYC,0.061269146608315096,0.0525164113785558
Netflix,0.12734864300626306,0.17118997912317327
Obama,0.10058027079303675,0.10251450676982592
Paris,0.10303030303030303,0.10303030303030303
Patriots,0.12842105263157894,0.09894736842105263
Seahawks,0.11685823754789272,0.08045977011494253
Superbowl,0.14450867052023122,0.10982658959537572
Thanksgiving,0.12368972746331237,0.14255765199161424
VMA,0.09433962264150944,0.04716981132075472
WWE,0.09635974304068523,0.02569593147751606
Xbox,0.13306451612903225,0.14516129032258066
