Topic,SQA
49ers,0.08568897144111101
Amazon,0.032474683436221896
Beyonce,0.16816781729721514
Chicago,0.15048770356989535
Christmas,0.05585382804455709
Eagles,0.040222961570843464
Facebook,0.017857142857142856
Flu,0.07142857142857142
Graduation,0.11320754716981132
Grammys,0.013608992372541148
Iphone,0.05568627450980392
Kobe,0.05530973451327434
McDonalds,0.003654970760233918
NBA,0.08932578789427868
NYC,0.11915295037898699
Netflix,0.13087070155126806
Obama,0.12476668651607499
Paris,0.13563947748158273
Patriots,0.07598205031735625
Seahawks,0.053893116445805085
Superbowl,0.0
Thanksgiving,0.09581823993181335
VMA,0.0
WWE,0.05181475245727583
Xbox,0.0013149243918474688
