Topic,BLANC-help,BLANC-tune
49ers,0.17796610169491525,0.10805084745762712
Amazon,0.15748031496062992,0.1732283464566929
Beyonce,0.1154562383612663,0.09869646182495345
Chicago,0.15613382899628253,0.12639405204460966
Christmas,0.15040650406504066,0.16869918699186992
Eagles,0.1483739837398374,0.15853658536585366
Facebook,0.14951456310679612,0.1378640776699029
Flu,0.10358565737051793,0.07370517928286853
Graduation,0.14257425742574256,0.15445544554455445
Grammys,0.12974051896207583,0.11377245508982035
Iphone,0.14730290456431536,0.16390041493775934
Kobe,0.12062937062937062,0.12237762237762238
McDonalds,0.14545454545454545,0.15353535353535352
NBA,0.10059171597633136,0.03155818540433925
NYC,0.12691466083150985,0.08971553610503283
Netflix,0.09394572025052192,0.16701461377870563
Obama,0.1276595744680851,0.11411992263056092
Paris,0.1494949494949495,0.1414141414141414
Patriots,0.1431578947368421,0.13052631578947368
Seahawks,0.12452107279693486,0.06704980842911877
Superbowl,0.20616570327552985,0.1791907514450867
Thanksgiving,0.11740041928721175,0.12368972746331237
VMA,0.08726415094339622,0.054245283018867926
WWE,0.17987152034261242,0.09207708779443255
Xbox,0.15120967741935484,0.16733870967741934
