Topic,coherence,consistency,fluency,overall
49ers,0.31261080249152456,0.2229309403114751,0.5129756280053988,0.3495057902694661
Amazon,0.030277308137236496,0.017895394197781543,0.036247652794763795,0.028140118376593942
Beyonce,0.27692933132698755,0.3783050019352427,0.420931711971037,0.35872201507775575
Chicago,0.12985981684354686,0.3653577549399585,0.5615348363348874,0.3522508027061309
Christmas,0.592170075922664,0.5108764187547475,0.5468018622269447,0.5499494523014521
Eagles,0.10637765010413693,0.35673190565279367,0.5483105451280156,0.3371400336283154
Facebook,0.5619274942532984,0.5222668668032313,0.683838397002041,0.5893442526861902
Flu,0.06641723197468079,0.21372465903637305,0.37839509632514556,0.2195123291120665
Graduation,0.2538016955129252,0.35871944238216436,0.41187373109503844,0.34146495633004265
Grammys,0.006771149065873656,0.3551998548583036,0.6630939719449033,0.34168832528969356
Iphone,0.29449920612982516,0.268957700204545,0.46735098246693846,0.3436026296004362
Kobe,0.08172338640629885,0.08025916039714218,0.2438257040458621,0.1352694169497677
McDonalds,0.01757145012094692,0.49307555134618986,0.6292534681718979,0.37996682321301156
NBA,0.5556554310375427,0.4320747772473911,0.8475736177424638,0.6117679420091325
NYC,0.07260124229333449,0.3595115188290111,0.8207772367479703,0.4176299992901053
Netflix,0.41233850696949415,0.33416299756791323,0.6363708043418963,0.46095743629310126
Obama,0.6487291556819605,0.3709958690829543,0.625051302153946,0.5482587756396202
Paris,0.021635247753906236,0.38064376114325876,0.4997189059506907,0.3006659716159519
Patriots,0.06046422709223069,0.22897363182869598,0.43516096384833425,0.24153294092308697
Seahawks,0.13402101244090747,0.3604563107608479,0.5724995905034,0.3556589712350518
Superbowl,0.04526470311828204,0.030707678689471146,0.3006319255299875,0.12553476911258024
Thanksgiving,0.06837691793936718,0.4732706270671089,0.5937881045732035,0.3784785498598932
VMA,0.14864331055473676,0.3231355662482476,0.5373235195273557,0.3363674654434467
WWE,0.4704729623729158,0.49111701850324607,0.7474149456167933,0.5696683088309851
Xbox,0.05146895578448237,0.26161037817124727,0.5644153089285323,0.292498214294754
