Topic,SQA
49ers,0.1655951310210704
Amazon,0.12072614818049834
Beyonce,0.15719400384420146
Chicago,0.23305581085665295
Christmas,0.07302034775260731
Eagles,0.04060251871251436
Facebook,0.01970443349753695
Flu,0.038679245283018866
Graduation,0.041666666666666664
Grammys,0.01847826086956522
Iphone,0.01639344262295082
Kobe,0.08148604269293923
McDonalds,0.0
NBA,0.05116378825909876
NYC,0.09672795761220848
Netflix,0.1068368008487063
Obama,0.12042991113250442
Paris,0.17271884988947842
Patriots,0.12504878454405538
Seahawks,0.046768386953721354
Superbowl,0.012779340357947469
Thanksgiving,0.12447752636966065
VMA,0.0032837980742472313
WWE,0.06691297208538588
Xbox,0.0
