Topic,coherence,consistency,fluency,overall
49ers,0.16183626598178805,0.273600591371295,0.7687608987494355,0.40139925203417287
Amazon,0.06934530433257305,0.36650611229325764,0.7091500837670047,0.38166716679761176
Beyonce,0.6576515672065609,0.4889083732288882,0.8494862545946309,0.6653487316766934
Chicago,0.12803790731110018,0.21426606771814402,0.43784000616333074,0.26004799373085835
Christmas,0.06603662936350993,0.5244848583650874,0.7705444637663773,0.4536886504983249
Eagles,0.13418066360520306,0.3992304542288235,0.6002893732951445,0.3779001637097237
Facebook,0.16190630880677964,0.1964514888736767,0.4081716593097024,0.2555098189967196
Flu,0.0557416019237152,0.33997204350518984,0.6889761742304533,0.36156327321978615
Graduation,0.33665007451670537,0.49708927815664594,0.6542428419695618,0.49599406488097103
Grammys,0.007273956322883397,0.3754144087900578,0.6193985375664394,0.33402896755979355
Iphone,0.3275050954612374,0.5138437496918373,0.7250310612495581,0.5221266354675443
Kobe,0.26388772658639986,0.33659702058643504,0.5749616731720051,0.39181547344828
McDonalds,0.828231975871293,0.5550478197252248,0.9078631237787884,0.7637143064584354
NBA,0.30962422852360827,0.26888725746060943,0.5002173928989894,0.359576292961069
NYC,0.3673054957196186,0.3559979145935386,0.5988600260916569,0.4407211454682714
Netflix,0.19646644801859606,0.31796463671566916,0.710483423519617,0.40830483608462737
Obama,0.0032985916437161646,0.33438450256482766,0.6379781768914005,0.32522042369998144
Paris,0.18737762849966808,0.4361084781895134,0.4891441574202005,0.3708767547031273
Patriots,0.023542806965883803,0.3401855296548454,0.6146116211712157,0.3261133192639816
Seahawks,0.29732329801680357,0.5001245858825976,0.846160724079753,0.5478695359930513
Superbowl,0.07671054651969025,0.42378540443477436,0.5497939678660375,0.35009663960683407
Thanksgiving,0.009277686596475179,0.41480187297865106,0.6268133795268512,0.3502976463673258
VMA,0.012789242396600009,0.5447775801899606,0.8050259217916221,0.4541975814593943
WWE,0.154291252793543,0.32817273831137866,0.7867410061768902,0.42306833242727065
Xbox,0.23563515954549455,0.25666905430566067,0.5946145793149652,0.3623062643887068
