Topic,SUPERT
49ers,0.49931294649384705
Amazon,0.591393610768369
Beyonce,0.5527967828019088
Chicago,0.4495293413377702
Christmas,0.5328811974217791
Eagles,0.5109136157233023
Facebook,0.687256268295252
Flu,0.4445414032438975
Graduation,0.5314241567128485
Grammys,0.493342500907687
Iphone,0.46637231855511774
Kobe,0.5888767081387898
McDonalds,0.48989129302435874
NBA,0.5618209479678028
NYC,0.4307773012816898
Netflix,0.5647307082852717
Obama,0.522770928893295
Paris,0.5434317240343471
Patriots,0.46603043225599095
Seahawks,0.5148739250216978
Superbowl,0.44097204119312106
Thanksgiving,0.5689421238843048
VMA,0.4604559144598212
WWE,0.5059197681278021
Xbox,0.5903557498990302
