Topic,BLANC-help,BLANC-tune
49ers,0.1532258064516129,0.11088709677419355
Amazon,0.12927756653992395,0.15019011406844107
Beyonce,0.13372093023255813,0.07170542635658915
Chicago,0.09444444444444444,0.053703703703703705
Christmas,0.14391143911439114,0.13837638376383765
Eagles,0.11131386861313869,0.0948905109489051
Facebook,0.10133843212237094,0.09369024856596558
Flu,0.06451612903225806,0.016129032258064516
Graduation,0.08542713567839195,0.07202680067001675
Grammys,0.14446529080675422,0.1050656660412758
Iphone,0.09251968503937008,0.1220472440944882
Kobe,0.09215017064846416,0.09215017064846416
McDonalds,0.1018867924528302,0.09433962264150944
NBA,0.075,0.06538461538461539
NYC,0.06352459016393443,0.03278688524590164
Netflix,0.14285714285714285,0.1469387755102041
Obama,0.0707070707070707,0.06902356902356903
Paris,0.08347245409015025,0.06010016694490818
Patriots,0.14531548757170173,0.12619502868068833
Seahawks,0.10420475319926874,0.07312614259597806
Superbowl,0.15283018867924528,0.14339622641509434
Thanksgiving,0.12384473197781885,0.11645101663585952
VMA,0.06140350877192982,0.04824561403508772
WWE,0.08695652173913043,0.015810276679841896
Xbox,0.1111111111111111,0.1267056530214425
