Topic,SUPERT
49ers,0.5091799547409546
Amazon,0.4325964414169761
Beyonce,0.5841185678185247
Chicago,0.44090935830434397
Christmas,0.5281858369638736
Eagles,0.5314307309245505
Facebook,0.6098638020946688
Flu,0.5240339597936639
Graduation,0.6174825174958151
Grammys,0.48497230714172324
Iphone,0.5503140100243149
Kobe,0.5098147291999741
McDonalds,0.5897694105725395
NBA,0.5170202168775664
NYC,0.3906042881756318
Netflix,0.5604723269049563
Obama,0.44079781877415725
Paris,0.49284315308833015
Patriots,0.502261268578951
Seahawks,0.5600087601842787
Superbowl,0.404687349094604
Thanksgiving,0.6009165409675754
VMA,0.5158732608640364
WWE,0.47499160169042803
Xbox,0.5201136335857782
