Topic,SQA
49ers,0.054603174603174605
Amazon,0.058039215686274515
Beyonce,0.1090136781982528
Chicago,0.08162311711621043
Christmas,0.09876457258788014
Eagles,0.055459770114942526
Facebook,0.004158004158004158
Flu,0.02431077694235589
Graduation,0.08913978494623656
Grammys,0.007207792207792208
Iphone,0.00390785684903332
Kobe,0.02178477690288714
McDonalds,0.011487423252129135
NBA,0.04705356011227822
NYC,0.05369674815052966
Netflix,0.15448413014473675
Obama,0.060918165312116905
Paris,0.07518776215959315
Patriots,0.0964632985233161
Seahawks,0.11705698897349748
Superbowl,0.02525252525252525
Thanksgiving,0.07056471764117941
VMA,0.028732284993205202
WWE,0.024705014749262535
Xbox,0.06418219461697722
