Topic,coherence,consistency,fluency,overall
49ers,0.17163936524625967,0.294386699489234,0.4694342526803886,0.31182010580529407
Amazon,0.08351214482271438,0.5677759651713055,0.6316566521223035,0.4276482540387745
Beyonce,0.7598551821475815,0.5065284665039339,0.7851187215296779,0.6838341233937312
Chicago,0.296592071969304,0.3670089848515537,0.5357631616086181,0.3997880728098253
Christmas,0.13022955758479612,0.4518825875781653,0.628268921786474,0.40346035564981175
Eagles,0.3966263251117179,0.4330106238218175,0.639256212183233,0.48963105370558946
Facebook,0.3557724365675195,0.2719968801285959,0.6140221785885325,0.41393049842821594
Flu,0.05716849631819297,0.05563558472268405,0.26642379372831976,0.12640929158973227
Graduation,0.008156383455290902,0.32277781583638526,0.4384216852606519,0.2564519615174427
Grammys,0.26886532285369863,0.3529590328280551,0.6049169048662474,0.40891375351600034
Iphone,0.3436889707427926,0.1791555231074978,0.32582340682641847,0.28288930022556963
Kobe,0.4108276133663316,0.37982119531886754,0.637421601277202,0.4760234699874671
McDonalds,0.03596893172266935,0.16013020315210497,0.2573331325647587,0.151144089146511
NBA,0.5419130657861472,0.4387444364559055,0.6832858118561316,0.5546477713660615
NYC,0.19710112809870706,0.3088740302085193,0.5648270367823892,0.35693406502987185
Netflix,0.05114892030105385,0.3792450252575029,0.5697749894190454,0.33338964499253404
Obama,0.20266970000937587,0.2057040585762273,0.31750030052439915,0.2419580197033341
Paris,0.05441110360026467,0.36570617899666963,0.5890277712491295,0.3363816846153546
Patriots,0.051693572638531866,0.37240576080491405,0.68287408672411,0.36899114005585193
Seahawks,0.24653670166545108,0.3378743487648653,0.5656230046504549,0.38334468502692376
Superbowl,0.17576625249470867,0.6011432796063072,0.7988494003561305,0.5252529774857154
Thanksgiving,0.18485392254249755,0.11449942095990283,0.35228722489492575,0.2172135227991087
VMA,0.3997413668728879,0.5161484926729334,0.7390666476575822,0.5516521690678012
WWE,0.3374107179285424,0.267172638699038,0.5880075822280105,0.3975303129518637
Xbox,0.24693049081897278,0.338492054027203,0.40242978976188815,0.32928411153602133
