Topic,coherence,consistency,fluency,overall
49ers,0.17157859541480863,0.2146216288478902,0.4787527423753486,0.2883176555460158
Amazon,0.12023643053678762,0.44482991931266913,0.8326790761220699,0.46591514199050893
Beyonce,0.4614863391248283,0.39049455220584284,0.7382362312135774,0.5300723741814162
Chicago,0.3031098228937189,0.4760007842688987,0.6374046101403243,0.4721717391009806
Christmas,0.5901035543002556,0.4748709515989742,0.7474513128409774,0.6041419395800691
Eagles,0.653937237777212,0.4853509071268278,0.705580818993553,0.6149563212991976
Facebook,0.4159766046289341,0.436884811557173,0.6644973009309929,0.5057862390390334
Flu,0.15998326285513162,0.23668491714074047,0.6915424859043001,0.36273688863339076
Graduation,0.0780435395682289,0.187801098654817,0.2899591587904096,0.1852679323378185
Grammys,0.5276512814252703,0.4420825454388192,0.6729752097380395,0.5475696788673763
Iphone,0.24856093514941044,0.2182355025326018,0.33273638724178234,0.2665109416412648
Kobe,0.5839354956708417,0.5351729100303975,0.7308590686687962,0.6166558247900117
McDonalds,0.04166765682127703,0.3604197175758072,0.6152976477055375,0.3391283407008739
NBA,0.3246825067034136,0.4128562239039794,0.6766395772414945,0.4713927692829625
NYC,0.6801172922782345,0.41338562186843336,0.8689089620333688,0.6541372920600123
Netflix,0.6768743071659677,0.4098111205149584,0.6713744944275021,0.5860199740361427
Obama,0.0098178792790335,0.33996745878470735,0.5569383282226805,0.30224122209547377
Paris,0.4286405198312629,0.5647278680381812,0.6998999349991858,0.5644227742895432
Patriots,0.01475605485760146,0.3645197574780184,0.7548270210550097,0.37803427779687654
Seahawks,0.29521696098162403,0.3212115989248255,0.4887507055953435,0.3683930885005977
Superbowl,0.5852374205075642,0.6682298948315725,0.8226144719411407,0.692027262426759
Thanksgiving,0.029624267435487735,0.11444053819213652,0.47122156502746654,0.20509545688503028
VMA,0.6934817934362701,0.5928800746279933,0.8995734957394218,0.728645121267895
WWE,0.054160980617499396,0.18134315388312094,0.42805005933655804,0.22118473127905947
Xbox,0.6675276645104169,0.449324472707158,0.5986124805185825,0.5718215392453857
