Topic,BLANC-help,BLANC-tune
49ers,0.19959677419354838,0.14516129032258066
Amazon,0.16159695817490494,0.188212927756654
Beyonce,0.17829457364341086,0.1182170542635659
Chicago,0.14814814814814814,0.11666666666666667
Christmas,0.16236162361623616,0.16236162361623616
Eagles,0.17335766423357665,0.13138686131386862
Facebook,0.16634799235181644,0.11663479923518165
Flu,0.07706093189964158,0.053763440860215055
Graduation,0.09882747068676717,0.06867671691792294
Grammys,0.20825515947467166,0.1575984990619137
Iphone,0.13976377952755906,0.13385826771653545
Kobe,0.10921501706484642,0.05631399317406143
McDonalds,0.14528301886792452,0.12641509433962264
NBA,0.09230769230769231,0.04038461538461539
NYC,0.0778688524590164,0.07377049180327869
Netflix,0.1326530612244898,0.12040816326530612
Obama,0.12289562289562289,0.12794612794612795
Paris,0.14691151919866444,0.11686143572621036
Patriots,0.14149139579349904,0.15296367112810708
Seahawks,0.16087751371115175,0.12248628884826325
Superbowl,0.19433962264150945,0.1471698113207547
Thanksgiving,0.12199630314232902,0.16266173752310537
VMA,0.09210526315789473,0.06359649122807018
WWE,0.12055335968379446,0.04743083003952569
Xbox,0.1286549707602339,0.08576998050682261
