Topic,BLANC-help,BLANC-tune
49ers,0.16470588235294117,0.10588235294117647
Amazon,0.1383399209486166,0.13636363636363635
Beyonce,0.1318267419962335,0.06779661016949153
Chicago,0.11888111888111888,0.14160839160839161
Christmas,0.16472868217054262,0.14534883720930233
Eagles,0.14638783269961977,0.14258555133079848
Facebook,0.1053639846743295,0.10919540229885058
Flu,0.08333333333333333,0.05357142857142857
Graduation,0.12878787878787878,0.1268939393939394
Grammys,0.16666666666666666,0.1527777777777778
Iphone,0.1520912547528517,0.12927756653992395
Kobe,0.15328467153284672,0.11131386861313869
McDonalds,0.11823647294589178,0.11823647294589178
NBA,0.15245009074410162,0.10707803992740472
NYC,0.1111111111111111,0.07127882599580712
Netflix,0.1506849315068493,0.10763209393346379
Obama,0.16333938294010888,0.14156079854809436
Paris,0.12982456140350876,0.12631578947368421
Patriots,0.12022900763358779,0.10877862595419847
Seahawks,0.1350844277673546,0.14071294559099437
Superbowl,0.16377649325626203,0.17341040462427745
Thanksgiving,0.14204545454545456,0.13446969696969696
VMA,0.07608695652173914,0.06521739130434782
WWE,0.11226611226611227,0.0498960498960499
Xbox,0.10536779324055666,0.1172962226640159
