Topic,coherence,consistency,fluency,overall
49ers,0.6259340173328964,0.584113335261374,0.7746299088926722,0.6615590871623143
Amazon,0.03615452947035573,0.23793848699626235,0.35568479631408545,0.20992593759356784
Beyonce,0.38618118809786145,0.5642773177668668,0.8680509678428601,0.6061698245691961
Chicago,0.5207818996453104,0.45177234320192666,0.6203120872052259,0.530955443350821
Christmas,0.17412656454482794,0.25482312017085784,0.3392245924988877,0.25605809240485783
Eagles,0.03330394714407934,0.24549070904119424,0.4069017460857661,0.2285654674236799
Facebook,0.5876792211767167,0.44953262157956475,0.5733769124405436,0.5368629183989416
Flu,0.0686373179388819,0.24406986207922715,0.610959514661632,0.30788889822658033
Graduation,0.4415887427102755,0.48337297744723484,0.8326345585645535,0.5858654262406879
Grammys,0.6914604078831699,0.4641728161473674,0.8027575069559757,0.6527969103288376
Iphone,0.2688176638380417,0.15377612428314327,0.2760898523040236,0.23289454680840285
Kobe,0.14722573259690494,0.2522254574841619,0.49132878985394784,0.2969266599783382
McDonalds,0.2732500104160104,0.3732629401554106,0.6435157021690141,0.4300095509134783
NBA,0.05040277071019094,0.34714304110840244,0.6466640684332837,0.348069960083959
NYC,0.02468383513163122,0.37310846594919406,0.7025051058870643,0.36676580232262984
Netflix,0.3750175238992607,0.4242534186300744,0.6371811749797811,0.47881737250303874
Obama,0.03716137965968065,0.3581598557620527,0.4451823007005051,0.28016784537407946
Paris,0.14017668772775654,0.3088783170800723,0.6052677760499007,0.3514409269525765
Patriots,0.36345463883931906,0.3875768629406123,0.7907078739073484,0.5139131252290933
Seahawks,0.11423869492836909,0.14162426595410163,0.37768062295804455,0.21118119461350507
Superbowl,0.37509464561100964,0.5158406629343066,0.7185234504072859,0.5364862529842007
Thanksgiving,0.21325302386154296,0.2554065223540798,0.5985702941975376,0.3557432801377201
VMA,0.6938789146389511,0.5821313385223851,0.8307358980844647,0.7022487170819337
WWE,0.11733897826968868,0.24333618842168173,0.38128156233918786,0.24731890967685274
Xbox,0.2637165077977218,0.2719807404130663,0.47427232149585974,0.33665652323554934
