Topic,BLANC-help,BLANC-tune
49ers,0.1392156862745098,0.12156862745098039
Amazon,0.1482213438735178,0.15217391304347827
Beyonce,0.14689265536723164,0.09227871939736347
Chicago,0.1520979020979021,0.11538461538461539
Christmas,0.1298449612403101,0.15891472868217055
Eagles,0.09315589353612168,0.055133079847908745
Facebook,0.10919540229885058,0.12643678160919541
Flu,0.07142857142857142,0.06944444444444445
Graduation,0.08522727272727272,0.1268939393939394
Grammys,0.17063492063492064,0.12896825396825398
Iphone,0.10646387832699619,0.11787072243346007
Kobe,0.11496350364963503,0.09854014598540146
McDonalds,0.1462925851703407,0.16432865731462926
NBA,0.11796733212341198,0.07259528130671507
NYC,0.09853249475890985,0.06708595387840671
Netflix,0.14285714285714285,0.14090019569471623
Obama,0.1161524500907441,0.1088929219600726
Paris,0.11228070175438597,0.14912280701754385
Patriots,0.16030534351145037,0.11259541984732824
Seahawks,0.1575984990619137,0.14446529080675422
Superbowl,0.1676300578034682,0.16377649325626203
Thanksgiving,0.1268939393939394,0.08333333333333333
VMA,0.06956521739130435,0.034782608695652174
WWE,0.12058212058212059,0.07276507276507277
Xbox,0.13320079522862824,0.13916500994035785
