Topic,SQA
49ers,0.12436813062338713
Amazon,0.14055742949860597
Beyonce,0.12744600048786495
Chicago,0.07130009549847707
Christmas,0.11320807904966317
Eagles,0.08072545783983492
Facebook,0.0
Flu,0.006458966565349543
Graduation,0.061590227488845
Grammys,0.04
Iphone,0.01891335510503228
Kobe,0.05574103132777249
McDonalds,0.0003494060097833683
NBA,0.05183468143811831
NYC,0.10780956486746665
Netflix,0.1210342364188518
Obama,0.05794436586515795
Paris,0.06103286384976525
Patriots,0.03520059357872978
Seahawks,0.05698924731182795
Superbowl,0.061408825093035614
Thanksgiving,0.031187837453822108
VMA,0.0007920792079207921
WWE,0.04447469934195598
Xbox,0.04682177920256462
