Topic,SQA
49ers,0.11494971531736235
Amazon,0.11965811965811966
Beyonce,0.11245611266696859
Chicago,0.055181444070332965
Christmas,0.06574533334407905
Eagles,0.08506072874493928
Facebook,0.0
Flu,0.023809523809523808
Graduation,0.0
Grammys,0.032241953385127635
Iphone,0.02666666666666667
Kobe,0.07523319779956948
McDonalds,0.01294903926482874
NBA,0.04587599048125364
NYC,0.09765248829576315
Netflix,0.0517928751022155
Obama,0.09770172994310927
Paris,0.12361214596437252
Patriots,0.08778506716651047
Seahawks,0.035919540229885055
Superbowl,0.07122398149795409
Thanksgiving,0.06722251634593186
VMA,0.027314814814814816
WWE,0.02092724940443467
Xbox,0.0
