Topic,SUPERT
49ers,0.5119839047519854
Amazon,0.5277659566870182
Beyonce,0.542555719944542
Chicago,0.41115246263614175
Christmas,0.5931020549385851
Eagles,0.5124828174451981
Facebook,0.5649796723666781
Flu,0.4912656467472615
Graduation,0.5516029304472474
Grammys,0.4750033601459855
Iphone,0.6063086101404285
Kobe,0.5980642903476256
McDonalds,0.5641593122259624
NBA,0.5540688095961587
NYC,0.5543100902412648
Netflix,0.5893085949677423
Obama,0.5925858221883531
Paris,0.6782611241671557
Patriots,0.4709937319301663
Seahawks,0.5804535130482305
Superbowl,0.4080169702299179
Thanksgiving,0.6500872253056648
VMA,0.4429857035936705
WWE,0.5332518038270648
Xbox,0.6532865375781906
