Topic,SQA
49ers,0.154567276971192
Amazon,0.22807562807562806
Beyonce,0.21942323577402098
Chicago,0.1612976908090413
Christmas,0.08761826422065049
Eagles,0.02679522608033962
Facebook,0.011179880145397388
Flu,0.018867924528301886
Graduation,0.041666666666666664
Grammys,0.028038011941804726
Iphone,0.03349964362081255
Kobe,0.09621387511214533
McDonalds,0.0
NBA,0.06390794244559896
NYC,0.09672795761220848
Netflix,0.0937836948852861
Obama,0.10580253354099393
Paris,0.17225428038445947
Patriots,0.09542284223671624
Seahawks,0.03640561247329982
Superbowl,0.0022172949002217295
Thanksgiving,0.127718900796768
VMA,0.01358966534431899
WWE,0.08303059845224774
Xbox,0.015254858819215254
