Topic,BLANC-help,BLANC-tune
49ers,0.17137096774193547,0.12701612903225806
Amazon,0.11596958174904944,0.1596958174904943
Beyonce,0.1434108527131783,0.1065891472868217
Chicago,0.09814814814814815,0.07222222222222222
Christmas,0.12915129151291513,0.14944649446494465
Eagles,0.1259124087591241,0.09306569343065693
Facebook,0.10325047801147227,0.07648183556405354
Flu,0.05913978494623656,0.023297491039426525
Graduation,0.08375209380234507,0.06700167504187604
Grammys,0.13883677298311445,0.08067542213883677
Iphone,0.08661417322834646,0.1377952755905512
Kobe,0.09044368600682594,0.07508532423208192
McDonalds,0.07547169811320754,0.10377358490566038
NBA,0.051923076923076926,0.025
NYC,0.06352459016393443,0.028688524590163935
Netflix,0.13877551020408163,0.15714285714285714
Obama,0.07407407407407407,0.09595959595959595
Paris,0.08347245409015025,0.0667779632721202
Patriots,0.13193116634799235,0.1147227533460803
Seahawks,0.10054844606946983,0.07861060329067641
Superbowl,0.17735849056603772,0.15849056603773584
Thanksgiving,0.12014787430683918,0.11275415896487985
VMA,0.08552631578947369,0.07456140350877193
WWE,0.1067193675889328,0.04940711462450593
Xbox,0.13450292397660818,0.13450292397660818
