Topic,SUPERT
49ers,0.5092734581530748
Amazon,0.5374304934738221
Beyonce,0.5548297968918787
Chicago,0.49496547677668024
Christmas,0.5112334357204728
Eagles,0.49705253205008115
Facebook,0.5778011085322959
Flu,0.45801681677568995
Graduation,0.49261482177401733
Grammys,0.4416553827272409
Iphone,0.532093992610921
Kobe,0.5523002457134816
McDonalds,0.5068517393156795
NBA,0.5898947582370055
NYC,0.4307773012816898
Netflix,0.5541938589249168
Obama,0.5088357233289302
Paris,0.5679517532791547
Patriots,0.49461223289565165
Seahawks,0.4939932613810839
Superbowl,0.4091092590626964
Thanksgiving,0.5883757555920951
VMA,0.43632554843119054
WWE,0.5960926788285907
Xbox,0.6407826625694828
