Topic,SUPERT
49ers,0.5724254868946954
Amazon,0.545200058931105
Beyonce,0.44668454221797066
Chicago,0.5070466974060712
Christmas,0.5455786597009862
Eagles,0.503377380466936
Facebook,0.5265925313905129
Flu,0.3909650840091559
Graduation,0.5491395933365399
Grammys,0.4352312930820114
Iphone,0.5102583491331883
Kobe,0.5704625354042557
McDonalds,0.48922571935064807
NBA,0.4695630980763486
NYC,0.5390368114298763
Netflix,0.5848802929007786
Obama,0.5092966920254831
Paris,0.5412072630019331
Patriots,0.4903424660955569
Seahawks,0.43590106919898786
Superbowl,0.5244887876640267
Thanksgiving,0.6258217469185839
VMA,0.4767139045146365
WWE,0.5673405442116828
Xbox,0.5777694689417805
