Topic,SQA
49ers,0.16052815043918736
Amazon,0.15384615384615385
Beyonce,0.1332647402808936
Chicago,0.10408235152832808
Christmas,0.08376796801333997
Eagles,0.06178160919540229
Facebook,0.04433497536945813
Flu,0.0570095354027186
Graduation,0.11994899529525567
Grammys,0.06637681159420289
Iphone,0.04371584699453552
Kobe,0.05838898011311804
McDonalds,0.05454545454545454
NBA,0.0554977186556134
NYC,0.10752923976608186
Netflix,0.21365966028200897
Obama,0.04480185516829682
Paris,0.07089333801662567
Patriots,0.10214655375205833
Seahawks,0.06013551422036166
Superbowl,0.036585365853658534
Thanksgiving,0.13541666666666669
VMA,0.0434599567451248
WWE,0.06906300740583447
Xbox,0.05544973544973545
