Topic,BLANC-help,BLANC-tune
49ers,0.16330645161290322,0.13911290322580644
Amazon,0.15399239543726237,0.16539923954372623
Beyonce,0.1511627906976744,0.12209302325581395
Chicago,0.13333333333333333,0.12407407407407407
Christmas,0.11070110701107011,0.12915129151291513
Eagles,0.1843065693430657,0.14233576642335766
Facebook,0.12619502868068833,0.10133843212237094
Flu,0.0913978494623656,0.05017921146953405
Graduation,0.10720268006700168,0.08375209380234507
Grammys,0.1894934333958724,0.14071294559099437
Iphone,0.16141732283464566,0.13976377952755906
Kobe,0.15699658703071673,0.1348122866894198
McDonalds,0.17547169811320754,0.1339622641509434
NBA,0.12115384615384615,0.06923076923076923
NYC,0.06762295081967214,0.05737704918032787
Netflix,0.1469387755102041,0.17755102040816326
Obama,0.1447811447811448,0.13468013468013468
Paris,0.12520868113522537,0.13689482470784642
Patriots,0.15487571701720843,0.14531548757170173
Seahawks,0.12614259597806216,0.14442413162705667
Superbowl,0.20754716981132076,0.16981132075471697
Thanksgiving,0.11829944547134935,0.12384473197781885
VMA,0.1162280701754386,0.09210526315789473
WWE,0.13043478260869565,0.05138339920948617
Xbox,0.1189083820662768,0.12085769980506822
