Topic,SUPERT
49ers,0.46535901512576455
Amazon,0.5372030666065979
Beyonce,0.5497628045407302
Chicago,0.4322573643358986
Christmas,0.5836648721458578
Eagles,0.5808229022699857
Facebook,0.5706554329513435
Flu,0.4406149954211994
Graduation,0.5241739826101326
Grammys,0.5348541021033439
Iphone,0.49585638433316964
Kobe,0.626759340065083
McDonalds,0.570435833607928
NBA,0.42611510241141415
NYC,0.5529785422008642
Netflix,0.613043675611884
Obama,0.45991228843534154
Paris,0.5636125406872953
Patriots,0.41173425049720114
Seahawks,0.6091421754366132
Superbowl,0.4807477148201362
Thanksgiving,0.5540148949533558
VMA,0.44544495177909255
WWE,0.6001950213375992
Xbox,0.7256358677597448
