Topic,SQA
49ers,0.15827872097114706
Amazon,0.07316239316239316
Beyonce,0.0666892472411614
Chicago,0.08968548206103807
Christmas,0.04568030151562984
Eagles,0.05514794190746655
Facebook,0.0
Flu,0.07142857142857142
Graduation,0.02964959568733154
Grammys,0.009748427672955976
Iphone,0.04
Kobe,0.031011793131839306
McDonalds,0.024154589371980676
NBA,0.06094477431170979
NYC,0.04104945135651368
Netflix,0.08722014183031704
Obama,0.07661239644510086
Paris,0.05055555555555556
Patriots,0.08799705449189985
Seahawks,0.06210040279005796
Superbowl,0.05142171130515279
Thanksgiving,0.0463032581453634
VMA,0.014924863387978141
WWE,0.05106777380920682
Xbox,0.05128205128205128
