Topic,BLANC-help,BLANC-tune
49ers,0.1673728813559322,0.1292372881355932
Amazon,0.14173228346456693,0.16338582677165353
Beyonce,0.14338919925512103,0.1191806331471136
Chicago,0.10594795539033457,0.10037174721189591
Christmas,0.17479674796747968,0.11178861788617886
Eagles,0.1443089430894309,0.1016260162601626
Facebook,0.11650485436893204,0.10485436893203884
Flu,0.12749003984063745,0.11155378486055777
Graduation,0.14455445544554454,0.15841584158415842
Grammys,0.14570858283433133,0.12574850299401197
Iphone,0.15767634854771784,0.16804979253112035
Kobe,0.12412587412587413,0.11013986013986014
McDonalds,0.1717171717171717,0.1494949494949495
NBA,0.10256410256410256,0.04339250493096647
NYC,0.0962800875273523,0.04157549234135667
Netflix,0.15657620041753653,0.18162839248434237
Obama,0.11992263056092843,0.1218568665377176
Paris,0.13131313131313133,0.1111111111111111
Patriots,0.16631578947368422,0.12631578947368421
Seahawks,0.11877394636015326,0.11494252873563218
Superbowl,0.14450867052023122,0.14450867052023122
Thanksgiving,0.129979035639413,0.15723270440251572
VMA,0.09905660377358491,0.06132075471698113
WWE,0.1006423982869379,0.059957173447537475
Xbox,0.1350806451612903,0.1592741935483871
