Topic,BLANC-help,BLANC-tune
49ers,0.19915254237288135,0.15466101694915255
Amazon,0.11811023622047244,0.12598425196850394
Beyonce,0.14152700186219738,0.0670391061452514
Chicago,0.11338289962825279,0.10966542750929369
Christmas,0.17276422764227642,0.17886178861788618
Eagles,0.15447154471544716,0.12195121951219512
Facebook,0.11262135922330097,0.11067961165048544
Flu,0.1294820717131474,0.09163346613545817
Graduation,0.100990099009901,0.12871287128712872
Grammys,0.14570858283433133,0.06187624750499002
Iphone,0.16182572614107885,0.15560165975103735
Kobe,0.13986013986013987,0.1346153846153846
McDonalds,0.17575757575757575,0.1595959595959596
NBA,0.10453648915187377,0.04930966469428008
NYC,0.12910284463894967,0.08971553610503283
Netflix,0.12108559498956159,0.17745302713987474
Obama,0.11992263056092843,0.11218568665377177
Paris,0.10707070707070707,0.09494949494949495
Patriots,0.1831578947368421,0.15157894736842106
Seahawks,0.1417624521072797,0.13793103448275862
Superbowl,0.22736030828516376,0.17533718689788053
Thanksgiving,0.12578616352201258,0.14465408805031446
VMA,0.14386792452830188,0.06132075471698113
WWE,0.10278372591006424,0.06852248394004283
Xbox,0.1431451612903226,0.1875
