Topic,SUPERT
49ers,0.7205946235178958
Amazon,0.6010166718290034
Beyonce,0.6883868220749294
Chicago,0.6254123084796498
Christmas,0.7600715843921285
Eagles,0.7268055456837546
Facebook,0.7131118449912228
Flu,0.5122181826429066
Graduation,0.7296602621140424
Grammys,0.5840076633823376
Iphone,0.5462163408993315
Kobe,0.6448465915330354
McDonalds,0.7380640264921955
NBA,0.7105619273671946
NYC,0.6643629166508983
Netflix,0.7056102007129199
Obama,0.669363717306677
Paris,0.6711924522579322
Patriots,0.6225762751715366
Seahawks,0.6452735490196686
Superbowl,0.5903511066199175
Thanksgiving,0.6509307038460067
VMA,0.6649752423268682
WWE,0.7014614203131874
Xbox,0.7621133404297411
