Topic,coherence,consistency,fluency,overall
49ers,0.1864880852320673,0.13345375623785802,0.33513472132658717,0.21835885426550417
Amazon,0.012586441579529112,0.4121912728643366,0.3661458832680771,0.26364119923731427
Beyonce,0.3180791932148729,0.414763932238574,0.6049276071723828,0.44592357754194323
Chicago,0.2825465456444149,0.3991412097050157,0.5602148635456727,0.4139675396317011
Christmas,0.10971993620353832,0.3644794401680637,0.4732604736220553,0.31581994999788576
Eagles,0.11635399149244734,0.47081304854382827,0.6736791958421523,0.4202820786261426
Facebook,0.27098941436517304,0.4253166892202917,0.5545225407797851,0.4169428814550833
Flu,0.03951225100878067,0.42527199282781114,0.6565030693636751,0.37376243773342227
Graduation,0.02437096173139859,0.4124897739236938,0.512129514966898,0.31633008354066344
Grammys,0.045223973160751635,0.44082759223080786,0.7633810713463393,0.41647754557929956
Iphone,0.35858715816268477,0.33344521245857806,0.6849652166159146,0.4589991957457258
Kobe,0.19838964825821895,0.441335197583981,0.5802837121632347,0.4066695193351449
McDonalds,0.2618536655321752,0.29911659545471136,0.3919751550750512,0.3176484720206459
NBA,0.05425360498656166,0.32106565013724037,0.5508007796705209,0.3087066782647743
NYC,0.5763122464814557,0.4828807888370998,0.8268044212269025,0.628665818848486
Netflix,0.2726491468560579,0.19520769018701847,0.31449203427655276,0.26078295710654303
Obama,0.19407507093480883,0.2923677132490777,0.4135651024620423,0.3000026288819763
Paris,0.6496090662756411,0.46111870186566223,0.7248621399177554,0.6118633026863529
Patriots,0.21697179893866653,0.5015092152468885,0.7593294934800523,0.49260350255520247
Seahawks,0.47387206993531183,0.38958838651729244,0.7335134042351915,0.5323246202292653
Superbowl,0.5225917488371253,0.6021982993508587,0.685056388288381,0.6032821454921217
Thanksgiving,0.0530235847564901,0.40980721530306585,0.5731107259078156,0.3453138419891239
VMA,0.575742805404679,0.568122995347301,0.648324209056346,0.5973966699361087
WWE,0.02647291406298199,0.217403012416531,0.3189206901795574,0.1875988722196901
Xbox,0.5897131795053958,0.37599901829723403,0.5871924863728175,0.5176348947251491
