Topic,BLANC-help,BLANC-tune
49ers,0.15677966101694915,0.07838983050847458
Amazon,0.12598425196850394,0.13976377952755906
Beyonce,0.1527001862197393,0.10986964618249534
Chicago,0.12639405204460966,0.14684014869888476
Christmas,0.1443089430894309,0.16463414634146342
Eagles,0.14227642276422764,0.08130081300813008
Facebook,0.12427184466019417,0.08737864077669903
Flu,0.10956175298804781,0.09362549800796813
Graduation,0.11089108910891089,0.11683168316831684
Grammys,0.15768463073852296,0.13373253493013973
Iphone,0.14315352697095435,0.18464730290456433
Kobe,0.11538461538461539,0.11713286713286714
McDonalds,0.15151515151515152,0.13131313131313133
NBA,0.08875739644970414,0.027613412228796843
NYC,0.11159737417943107,0.05908096280087528
Netflix,0.08559498956158663,0.1127348643006263
Obama,0.13152804642166344,0.13346228239845262
Paris,0.13737373737373737,0.11313131313131314
Patriots,0.2,0.14736842105263157
Seahawks,0.13026819923371646,0.13409961685823754
Superbowl,0.18882466281310212,0.1233140655105973
Thanksgiving,0.1320754716981132,0.1278825995807128
VMA,0.13443396226415094,0.06839622641509434
WWE,0.12205567451820129,0.08779443254817987
Xbox,0.17540322580645162,0.16733870967741934
