Topic,BLANC-help,BLANC-tune
49ers,0.1607843137254902,0.14313725490196078
Amazon,0.14624505928853754,0.1857707509881423
Beyonce,0.14689265536723164,0.08851224105461393
Chicago,0.1486013986013986,0.11713286713286714
Christmas,0.18023255813953487,0.18410852713178294
Eagles,0.1844106463878327,0.14638783269961977
Facebook,0.1053639846743295,0.11302681992337164
Flu,0.1349206349206349,0.1111111111111111
Graduation,0.11363636363636363,0.13446969696969696
Grammys,0.18055555555555555,0.1527777777777778
Iphone,0.14068441064638784,0.12927756653992395
Kobe,0.15693430656934307,0.12408759124087591
McDonalds,0.1282565130260521,0.11623246492985972
NBA,0.11978221415607986,0.0780399274047187
NYC,0.11530398322851153,0.0440251572327044
Netflix,0.17416829745596868,0.1506849315068493
Obama,0.11978221415607986,0.13430127041742287
Paris,0.11052631578947368,0.10701754385964912
Patriots,0.1316793893129771,0.1297709923664122
Seahawks,0.16885553470919323,0.1200750469043152
Superbowl,0.16377649325626203,0.1348747591522158
Thanksgiving,0.14962121212121213,0.13257575757575757
VMA,0.09130434782608696,0.06521739130434782
WWE,0.10395010395010396,0.02079002079002079
Xbox,0.1073558648111332,0.12922465208747516
