Topic,SUPERT
49ers,0.4664897478413537
Amazon,0.47489158822109384
Beyonce,0.48181962692111663
Chicago,0.4788755213249307
Christmas,0.6094538841411431
Eagles,0.5886891820046398
Facebook,0.6164061755244806
Flu,0.46097143235303156
Graduation,0.5957629108186742
Grammys,0.4677230667747414
Iphone,0.610935737118828
Kobe,0.5774174468389027
McDonalds,0.5488207554850522
NBA,0.48466622005924964
NYC,0.4124890062699818
Netflix,0.5361928167572644
Obama,0.3961490491615335
Paris,0.5202824185853342
Patriots,0.5054660658396365
Seahawks,0.5767664308914666
Superbowl,0.4027988167244942
Thanksgiving,0.5457644435964903
VMA,0.43469214527561184
WWE,0.6039240299101802
Xbox,0.6180094768043805
