Topic,coherence,consistency,fluency,overall
49ers,0.6368183997971754,0.5290473788130632,0.539325219047719,0.5683969992193192
Amazon,0.036138445464433684,0.43270969060006814,0.5616320045744466,0.34349338021298276
Beyonce,0.7848463815143426,0.5933774410470907,0.8295051966556898,0.7359096730723743
Chicago,0.15235466516354004,0.580302102549272,0.837267728358447,0.5233081653570864
Christmas,0.6905518791402141,0.5176301358608604,0.7388215401715926,0.6490011850575557
Eagles,0.05861579206636316,0.2615392706751631,0.4754443821889103,0.26519981497681216
Facebook,0.010072322415630481,0.42051911814566584,0.5931000177359117,0.34123048609906936
Flu,0.018728896421937338,0.1942956109233562,0.668522071700431,0.29384885968190816
Graduation,0.04675128033473851,0.0409731055353932,0.11088409951034017,0.06620282846015729
Grammys,0.41244342848314497,0.41367986136131685,0.6412257362706623,0.4891163420383747
Iphone,0.37017138893557144,0.3165732129840403,0.5756416605061694,0.4207954208085937
Kobe,0.42961326243472464,0.4386567161137566,0.6118127606727416,0.4933609130737409
McDonalds,0.06418261697237096,0.25727452599661155,0.4635664737457706,0.2616745389049177
NBA,0.031390844174382135,0.34451715634208935,0.6460443733884352,0.3406507913016356
NYC,0.2942450583664244,0.3295101047275456,0.5286099267204198,0.3841216966047966
Netflix,0.004066331643576558,0.005167638246597407,0.004511294247559433,0.004581754712577799
Obama,0.551605747314913,0.49576484929078285,0.6993821700128978,0.5822509222061979
Paris,0.07232406298605427,0.29664498853603644,0.36975573026149294,0.24624159392786119
Patriots,0.056247533053424004,0.3491546248296478,0.5484355147462269,0.31794589087643294
Seahawks,0.12994527312534704,0.1588645027101159,0.16319246042884572,0.1506674120881029
Superbowl,0.5486084613757167,0.552184651316761,0.7551719981943892,0.618655036962289
Thanksgiving,0.1076418158457902,0.13561153060646838,0.1802418187700142,0.14116505507409094
VMA,0.1804944370265173,0.30485990033931876,0.4547615319949215,0.31337195645358584
WWE,0.15847202176278005,0.2577735764094446,0.4851127105218507,0.30045276956469175
Xbox,0.3753710084488791,0.35856148449772557,0.6069788386121912,0.4469704438529319
