Topic,BLANC-help,BLANC-tune
49ers,0.15294117647058825,0.08627450980392157
Amazon,0.116600790513834,0.15612648221343872
Beyonce,0.1751412429378531,0.11299435028248588
Chicago,0.12237762237762238,0.1346153846153846
Christmas,0.1511627906976744,0.16472868217054262
Eagles,0.1806083650190114,0.14068441064638784
Facebook,0.10153256704980843,0.10153256704980843
Flu,0.13293650793650794,0.0992063492063492
Graduation,0.10606060606060606,0.11742424242424243
Grammys,0.15873015873015872,0.12698412698412698
Iphone,0.155893536121673,0.1482889733840304
Kobe,0.14051094890510948,0.13686131386861314
McDonalds,0.12224448897795591,0.11623246492985972
NBA,0.10526315789473684,0.05989110707803993
NYC,0.09643605870020965,0.06289308176100629
Netflix,0.14285714285714285,0.12133072407045009
Obama,0.12704174228675136,0.13611615245009073
Paris,0.09824561403508772,0.08070175438596491
Patriots,0.16030534351145037,0.11641221374045801
Seahawks,0.10694183864915573,0.10881801125703565
Superbowl,0.17341040462427745,0.16184971098265896
Thanksgiving,0.13825757575757575,0.15151515151515152
VMA,0.08043478260869565,0.07391304347826087
WWE,0.10810810810810811,0.07068607068607069
Xbox,0.13320079522862824,0.147117296222664
