Topic,SUPERT
49ers,0.5065243023271092
Amazon,0.5204747159223294
Beyonce,0.5853332487725232
Chicago,0.48566678854385326
Christmas,0.6089516280896639
Eagles,0.45287853133919964
Facebook,0.6165345554311028
Flu,0.5080852286430922
Graduation,0.557853228719262
Grammys,0.5475835364483419
Iphone,0.6199722577592831
Kobe,0.5544776566839859
McDonalds,0.5737812743645706
NBA,0.4668407040766199
NYC,0.4470845833921217
Netflix,0.5601691445198718
Obama,0.4877522211898407
Paris,0.48871963453914113
Patriots,0.492942016220408
Seahawks,0.561735606000289
Superbowl,0.44933443382378063
Thanksgiving,0.49485600653761336
VMA,0.4221476182192306
WWE,0.6058783322679608
Xbox,0.5201908901971125
