Topic,SQA
49ers,0.05557869177647524
Amazon,0.0884004884004884
Beyonce,0.12781758244933938
Chicago,0.043228090564738295
Christmas,0.06967382041888932
Eagles,0.04023535703643231
Facebook,0.08554268554268556
Flu,0.047619047619047616
Graduation,0.041474654377880185
Grammys,0.053030303030303025
Iphone,0.03736263736263736
Kobe,0.040978675306240074
McDonalds,0.018518518518518517
NBA,0.03998219689310831
NYC,0.13401883381667748
Netflix,0.06290011885412342
Obama,0.08591017264991804
Paris,0.09896318499429703
Patriots,0.05517964545742324
Seahawks,0.04747200231071198
Superbowl,0.06060606060606061
Thanksgiving,0.10416666666666667
VMA,0.007028689851576604
WWE,0.04755525994410848
Xbox,0.012422360248447206
