Topic,SQA
49ers,0.08863059416129122
Amazon,0.23541060079521614
Beyonce,0.209577199166642
Chicago,0.12837015996023768
Christmas,0.06359931359931362
Eagles,0.06952155539608802
Facebook,0.034482758620689655
Flu,0.06415094339622641
Graduation,0.016326350994543215
Grammys,0.044637681159420295
Iphone,0.018469945355191256
Kobe,0.025975385604576712
McDonalds,0.006235431235431236
NBA,0.03396515595763717
NYC,0.11750208855472014
Netflix,0.13123530134064781
Obama,0.06621720007378158
Paris,0.060676919368104605
Patriots,0.08932987634623056
Seahawks,0.058823529411764705
Superbowl,0.005749128919860627
Thanksgiving,0.13040526849037487
VMA,0.019665683382497544
WWE,0.028783081829864512
Xbox,0.022695035460992906
