Topic,SUPERT
49ers,0.5056841199111576
Amazon,0.5094586925282839
Beyonce,0.6243325629793769
Chicago,0.5264056584231266
Christmas,0.5135194909315934
Eagles,0.544541220819135
Facebook,0.6757881894327556
Flu,0.4004763597237185
Graduation,0.4926409358169077
Grammys,0.4706039016023947
Iphone,0.529799915002479
Kobe,0.5529615528171419
McDonalds,0.5713000399764613
NBA,0.50921176830729
NYC,0.3935558201905706
Netflix,0.5962948452436623
Obama,0.46553190740998207
Paris,0.4487506217762261
Patriots,0.4831335300062664
Seahawks,0.5571321044687174
Superbowl,0.4390981340604734
Thanksgiving,0.6125264803024234
VMA,0.6152932432944934
WWE,0.563881123916414
Xbox,0.6267750274281249
