Topic,BLANC-help,BLANC-tune
49ers,0.1532258064516129,0.1310483870967742
Amazon,0.15779467680608364,0.17110266159695817
Beyonce,0.13372093023255813,0.0755813953488372
Chicago,0.1574074074074074,0.11296296296296296
Christmas,0.15129151291512916,0.15129151291512916
Eagles,0.13686131386861314,0.11496350364963503
Facebook,0.15487571701720843,0.12045889101338432
Flu,0.14157706093189965,0.07885304659498207
Graduation,0.09380234505862646,0.06197654941373534
Grammys,0.2045028142589118,0.1350844277673546
Iphone,0.12007874015748031,0.10236220472440945
Kobe,0.10238907849829351,0.10068259385665529
McDonalds,0.16226415094339622,0.15660377358490565
NBA,0.08461538461538462,0.06923076923076923
NYC,0.06147540983606557,0.05327868852459016
Netflix,0.1489795918367347,0.16938775510204082
Obama,0.15488215488215487,0.12457912457912458
Paris,0.08013355592654424,0.08347245409015025
Patriots,0.1739961759082218,0.13193116634799235
Seahawks,0.18647166361974407,0.13711151736745886
Superbowl,0.1830188679245283,0.15660377358490565
Thanksgiving,0.1534195933456562,0.14602587800369685
VMA,0.13596491228070176,0.10087719298245613
WWE,0.1541501976284585,0.0691699604743083
Xbox,0.1267056530214425,0.1111111111111111
