Topic,SUPERT
49ers,0.4308140428412375
Amazon,0.6157582196799897
Beyonce,0.5565010178358326
Chicago,0.4703626763966882
Christmas,0.5518574837308617
Eagles,0.520953004965915
Facebook,0.5231312370657362
Flu,0.4586190291962863
Graduation,0.4871477254961204
Grammys,0.6000003440105325
Iphone,0.5780799210865428
Kobe,0.5636002497739551
McDonalds,0.6029804328008452
NBA,0.5014384725843346
NYC,0.45758266286648414
Netflix,0.6133541984825716
Obama,0.5141928604033401
Paris,0.4737557503632718
Patriots,0.5262924568759302
Seahawks,0.48721408443411224
Superbowl,0.44559984030977523
Thanksgiving,0.4780185146602598
VMA,0.4660611984880192
WWE,0.5127200349000642
Xbox,0.5721942047369492
