Topic,coherence,consistency,fluency,overall
49ers,0.05659810437433004,0.5298312043899847,0.5531985807401799,0.3798759631681648
Amazon,0.0648823888474746,0.4172657824623296,0.49373251947915414,0.32529356359631945
Beyonce,0.42781841955607147,0.4819505978266135,0.8041366693428174,0.5713018955751674
Chicago,0.25114747031705015,0.4948838030335562,0.5783749388493751,0.44146873739999376
Christmas,0.44446921713448256,0.5496093309969567,0.7813029419659885,0.591793830032476
Eagles,0.06069662582872502,0.47242351807892957,0.6569634866863747,0.39669454353134315
Facebook,0.08827873597236574,0.30868735178311557,0.5884378365789685,0.32846797477815
Flu,0.10292719785710537,0.32106000116364797,0.7866134275976906,0.40353354220614795
Graduation,0.3350277314868584,0.30487293538315513,0.6318721951531076,0.42392428734104043
Grammys,0.2148418656268545,0.39975564868365615,0.625720040773367,0.41343918502795923
Iphone,0.07647362344248705,0.1992084209453115,0.41551467930202807,0.23039890789660888
Kobe,0.402036270270702,0.3024130032980008,0.4650261296506259,0.3898251344064429
McDonalds,0.034106646745057125,0.22172897709929804,0.4283889164481876,0.2280748467641809
NBA,0.24201372092858994,0.28250574156892977,0.4084179026559204,0.31097912171781333
NYC,0.3638854920499664,0.294649317594214,0.6448497542031537,0.4344615212824447
Netflix,0.08671445064661693,0.2868385287514662,0.48245019001459,0.2853343898042244
Obama,0.006503440873293448,0.3939824280804202,0.6140021210800124,0.33816266334457534
Paris,0.0426814182171999,0.4212572669853358,0.7015206117061795,0.3884864323029051
Patriots,0.018239230504902275,0.483936082546528,0.8247187810237877,0.442298031358406
Seahawks,0.08811254560039879,0.2660010201254431,0.6507566533435785,0.33495673968980677
Superbowl,0.24253124797947265,0.5835389741003348,0.7395078521453392,0.5218593580750489
Thanksgiving,0.010515027530223299,0.10545178692727745,0.4410027767726986,0.18565653041006647
VMA,0.4886976768901477,0.3510499848805355,0.588403431816239,0.47605036452897403
WWE,0.08444253257263512,0.27763991566315643,0.4850735641123682,0.2823853374493866
Xbox,0.09148644256303741,0.30522191780855756,0.5161725082101831,0.3042936228605927
