Topic,BLANC-help,BLANC-tune
49ers,0.14313725490196078,0.12156862745098039
Amazon,0.14624505928853754,0.1857707509881423
Beyonce,0.15630885122410546,0.11299435028248588
Chicago,0.1486013986013986,0.1346153846153846
Christmas,0.17248062015503876,0.1744186046511628
Eagles,0.13688212927756654,0.11977186311787072
Facebook,0.11494252873563218,0.13218390804597702
Flu,0.09126984126984126,0.07142857142857142
Graduation,0.11742424242424243,0.11931818181818182
Grammys,0.17261904761904762,0.13095238095238096
Iphone,0.155893536121673,0.12357414448669202
Kobe,0.15328467153284672,0.11131386861313869
McDonalds,0.12024048096192384,0.0841683366733467
NBA,0.1088929219600726,0.056261343012704176
NYC,0.10482180293501048,0.07127882599580712
Netflix,0.18003913894324852,0.15264187866927592
Obama,0.1560798548094374,0.14519056261343014
Paris,0.14035087719298245,0.1456140350877193
Patriots,0.1450381679389313,0.15267175572519084
Seahawks,0.1425891181988743,0.1200750469043152
Superbowl,0.13102119460500963,0.13872832369942195
Thanksgiving,0.12878787878787878,0.14393939393939395
VMA,0.13043478260869565,0.07608695652173914
WWE,0.1392931392931393,0.04158004158004158
Xbox,0.09741550695825049,0.12127236580516898
