Topic,BLANC-help,BLANC-tune
49ers,0.11652542372881355,0.12076271186440678
Amazon,0.1377952755905512,0.14960629921259844
Beyonce,0.11173184357541899,0.10242085661080075
Chicago,0.0762081784386617,0.05947955390334572
Christmas,0.13414634146341464,0.11991869918699187
Eagles,0.0975609756097561,0.07113821138211382
Facebook,0.11262135922330097,0.09902912621359224
Flu,0.08764940239043825,0.035856573705179286
Graduation,0.06336633663366337,0.09306930693069307
Grammys,0.1277445109780439,0.08782435129740519
Iphone,0.12863070539419086,0.13070539419087138
Kobe,0.13286713286713286,0.1451048951048951
McDonalds,0.10707070707070707,0.1393939393939394
NBA,0.09072978303747535,0.021696252465483234
NYC,0.061269146608315096,0.04814004376367615
Netflix,0.11691022964509394,0.162839248434238
Obama,0.08123791102514506,0.09284332688588008
Paris,0.1111111111111111,0.050505050505050504
Patriots,0.1431578947368421,0.12631578947368421
Seahawks,0.09195402298850575,0.07279693486590039
Superbowl,0.14450867052023122,0.10789980732177264
Thanksgiving,0.10272536687631027,0.1488469601677149
VMA,0.08726415094339622,0.025943396226415096
WWE,0.10278372591006424,0.02569593147751606
Xbox,0.15524193548387097,0.15524193548387097
