Topic,SQA
49ers,0.1329073840066724
Amazon,0.037708030555260195
Beyonce,0.18069210292812773
Chicago,0.20982397232397235
Christmas,0.0730888143880256
Eagles,0.05170915489475046
Facebook,0.041666666666666664
Flu,0.06349206349206349
Graduation,0.041928721174004195
Grammys,0.036042573778422834
Iphone,0.0
Kobe,0.05530973451327434
McDonalds,0.01249729261425168
NBA,0.08932578789427868
NYC,0.08837435151545774
Netflix,0.1224766081871345
Obama,0.09047785684253105
Paris,0.13745766959651953
Patriots,0.07216494845360824
Seahawks,0.0748870260651551
Superbowl,0.0
Thanksgiving,0.1150797570345016
VMA,0.0036300505050505054
WWE,0.05349360746940549
Xbox,0.04322813938198553
