Topic,BLANC-help,BLANC-tune
49ers,0.11652542372881355,0.1059322033898305
Amazon,0.13582677165354332,0.10826771653543307
Beyonce,0.12290502793296089,0.09683426443202979
Chicago,0.08364312267657993,0.08364312267657993
Christmas,0.13821138211382114,0.13617886178861788
Eagles,0.10772357723577236,0.07317073170731707
Facebook,0.10679611650485436,0.07572815533980583
Flu,0.08764940239043825,0.045816733067729085
Graduation,0.053465346534653464,0.07920792079207921
Grammys,0.1157684630738523,0.10978043912175649
Iphone,0.1078838174273859,0.12033195020746888
Kobe,0.1486013986013986,0.15034965034965034
McDonalds,0.10707070707070707,0.1191919191919192
NBA,0.08875739644970414,0.021696252465483234
NYC,0.061269146608315096,0.0175054704595186
Netflix,0.11691022964509394,0.13987473903966596
Obama,0.08704061895551257,0.09671179883945841
Paris,0.11515151515151516,0.06060606060606061
Patriots,0.11789473684210526,0.12631578947368421
Seahawks,0.11685823754789272,0.09578544061302682
Superbowl,0.13680154142581888,0.11560693641618497
Thanksgiving,0.1278825995807128,0.1278825995807128
VMA,0.09198113207547169,0.054245283018867926
WWE,0.08565310492505353,0.01284796573875803
Xbox,0.16532258064516128,0.17338709677419356
