Topic,coherence,consistency,fluency,overall
49ers,0.008536473185590912,0.14461516554128592,0.5234940136181303,0.22554855078166905
Amazon,0.008351429582580514,0.24349757199557615,0.4705412898458237,0.24079676380799345
Beyonce,0.09306999787597765,0.3081162608675427,0.3150048934237745,0.23873038405576494
Chicago,0.10732914998649652,0.20498934962326731,0.38743251493686476,0.23325033818220953
Christmas,0.22455151290511943,0.6396216798989894,0.7521178908090289,0.5387636945377126
Eagles,0.035518789439371284,0.5364414649430221,0.746431728292257,0.43946399422488347
Facebook,0.0176399758307643,0.4444032392149005,0.6049476149442451,0.3556636099966366
Flu,0.26113745273587713,0.5542244262525386,0.8103041744938305,0.5418886844940821
Graduation,0.006025823257018799,0.019162224141332784,0.01422133327731759,0.013136460225223058
Grammys,0.5430076166927081,0.38593073884535856,0.6617860791412472,0.530241478226438
Iphone,0.027595477764425877,0.20527333877066337,0.4041677888611509,0.21234553513208007
Kobe,0.12106922170490664,0.4214025239304768,0.5933689106694366,0.3786135521016067
McDonalds,0.4765395617377115,0.5853112800740529,0.7476330257941676,0.6031612892019774
NBA,0.17602267577703604,0.33077386326056457,0.588049287122912,0.36494860872017093
NYC,0.0013141755342832026,0.3000464838951452,0.7305818583545668,0.3439808392613317
Netflix,0.5681157277966684,0.4275630813635803,0.770189078821102,0.588622629327117
Obama,0.1976542964024681,0.39544876319460953,0.5906396168821862,0.3945808921597546
Paris,0.3853989660434438,0.48241291336550457,0.6759086292620671,0.5145735028903385
Patriots,0.2965690232119944,0.34779919076506804,0.6026364382468706,0.4156682174079777
Seahawks,0.15060462651129805,0.3044571455422276,0.5326254044660357,0.32922905883985376
Superbowl,0.012179587053270702,0.6325384391484346,0.7639014814586712,0.46953983588679216
Thanksgiving,0.009201432939387919,0.5021476287384957,0.6956302618797395,0.4023264411858744
VMA,0.02211591746545395,0.3864885813495206,0.6101471863198945,0.33958389504495634
WWE,0.08062377600000786,0.26407811022087985,0.6844062500356172,0.343036045418835
Xbox,0.7493075936469683,0.3509974205541707,0.5697859295857064,0.5566969812622818
