Topic,coherence,consistency,fluency,overall
49ers,0.038570938486287266,0.25546096628400494,0.6239095319858183,0.3059804789187035
Amazon,0.3736690887833442,0.3708967372751962,0.6229568902339241,0.4558409054308215
Beyonce,0.23902770169584206,0.5832617139024963,0.8581522001369603,0.5601472052450995
Chicago,0.25892739475660753,0.4527293233146721,0.6175444221822535,0.4430670467511777
Christmas,0.5818454117225123,0.5570720879533102,0.7813843224357323,0.6401006073705182
Eagles,0.07630225589113077,0.35251419018353786,0.5085647894095657,0.3124604118280781
Facebook,0.12263352648762688,0.5724678528257857,0.7081695724021897,0.46775698390520076
Flu,0.16120025733909504,0.28182573272046396,0.6643770938848654,0.36913436131480815
Graduation,0.1410696745042988,0.4714097265309007,0.6123801642636286,0.40828652176627606
Grammys,0.0014361568823428668,0.3343463031634049,0.5624044734821911,0.29939564450931294
Iphone,0.10856748544187615,0.31833115527784905,0.3832007356457353,0.2700331254551535
Kobe,0.009094314309069904,0.30621457052025947,0.5714329796237997,0.29558062148437636
McDonalds,0.6617062479126944,0.339994309629811,0.5447229977582874,0.5154745184335976
NBA,0.15150011476965333,0.33266806860259845,0.5628334235456162,0.3490005356392893
NYC,0.22188412400091642,0.28950056847311467,0.5032231434138951,0.33820261196264206
Netflix,0.5574143883841493,0.5399252467266378,0.8141892936685673,0.6371763095931181
Obama,0.6599760042147895,0.4451348891126536,0.5555268935761941,0.5535459289678791
Paris,0.09276531823968487,0.3521920231575047,0.3604970894313641,0.26848481027618454
Patriots,0.016706497864221417,0.2987273806289786,0.5822450202836915,0.2992262995922972
Seahawks,0.3695523251712629,0.3755176373365351,0.6100146861238038,0.45169488287720067
Superbowl,0.04420811879287178,0.4303706061092025,0.6806629645672632,0.3850805631564458
Thanksgiving,0.0031086019714675443,0.21173684913041746,0.5216956520481402,0.2455137010500084
VMA,0.3045898384123152,0.4514480780328017,0.7721975963704275,0.5094118376051814
WWE,0.12528455080781092,0.2817399157538095,0.5635586982896073,0.32352772161707594
Xbox,0.4565911914908341,0.35622929115847274,0.688027455045192,0.5002826458981663
