Topic,SQA
49ers,0.11123891618930182
Amazon,0.17528023355091024
Beyonce,0.18935409531719125
Chicago,0.05075802854737438
Christmas,0.10141405227922891
Eagles,0.07730273748439144
Facebook,0.054187192118226604
Flu,0.05157232704402516
Graduation,0.0618421052631579
Grammys,0.016917502787068005
Iphone,0.05031091011871113
Kobe,0.05851863688940859
McDonalds,0.0
NBA,0.031158495786978758
NYC,0.10969620048567416
Netflix,0.13272800948239544
Obama,0.06742234701993013
Paris,0.0986595530073791
Patriots,0.12604921733362098
Seahawks,0.06645859178308777
Superbowl,0.06910569105691056
Thanksgiving,0.11889148164652134
VMA,0.05132743362831859
WWE,0.0986029168416899
Xbox,0.03153439153439153
