Topic,SUPERT
49ers,0.5614131061797515
Amazon,0.572872913629725
Beyonce,0.5596220531481627
Chicago,0.5798423155499083
Christmas,0.6206726498814159
Eagles,0.5213157686519448
Facebook,0.5611007554164885
Flu,0.452519507888717
Graduation,0.5212157362000308
Grammys,0.5441042133439757
Iphone,0.5072365767098981
Kobe,0.5691617776912873
McDonalds,0.5393991720885654
NBA,0.5456731234176408
NYC,0.5051136518069781
Netflix,0.6609316758699488
Obama,0.6083906549984445
Paris,0.531878585218036
Patriots,0.4965105916585131
Seahawks,0.6181767335500159
Superbowl,0.48149026633226677
Thanksgiving,0.5597661252497048
VMA,0.43386616707216
WWE,0.5869964026221616
Xbox,0.6970868995370253
