Topic,SQA
49ers,0.09339107220463153
Amazon,0.11334302951950011
Beyonce,0.09027174340810706
Chicago,0.05238861433551699
Christmas,0.06844836475271258
Eagles,0.026047460140897292
Facebook,0.007662835249042146
Flu,0.06289308176100629
Graduation,0.05789473684210527
Grammys,0.043478260869565216
Iphone,0.09836065573770492
Kobe,0.05172413793103448
McDonalds,0.00909090909090909
NBA,0.07455001139211664
NYC,0.06642903698875673
Netflix,0.04961721119615856
Obama,0.07749943453380219
Paris,0.08250006449449217
Patriots,0.10630989830076004
Seahawks,0.05077667430608607
Superbowl,0.060627177700348436
Thanksgiving,0.16623436912170253
VMA,0.014749262536873154
WWE,0.06281011334091169
Xbox,0.0
