Topic,SUPERT
49ers,0.5001781445299193
Amazon,0.5140542170155266
Beyonce,0.5754195438531648
Chicago,0.5473910202364957
Christmas,0.5372494054208444
Eagles,0.4563851630522081
Facebook,0.645440932478409
Flu,0.4070959623141972
Graduation,0.47015853050251555
Grammys,0.49877931129850844
Iphone,0.5626855166612689
Kobe,0.5729165969538649
McDonalds,0.5933388034932374
NBA,0.5549662572569093
NYC,0.5050896409945483
Netflix,0.59989711356777
Obama,0.3988288294381962
Paris,0.517891507933147
Patriots,0.517346315034686
Seahawks,0.47542261982782547
Superbowl,0.4389921479055681
Thanksgiving,0.5239685420203384
VMA,0.5893306115243799
WWE,0.6236567642076365
Xbox,0.5985854924024042
