Topic,BLANC-help,BLANC-tune
49ers,0.17943548387096775,0.12701612903225806
Amazon,0.1444866920152091,0.18250950570342206
Beyonce,0.1511627906976744,0.09302325581395349
Chicago,0.13703703703703704,0.12407407407407407
Christmas,0.11439114391143912,0.11992619926199262
Eagles,0.1386861313868613,0.10766423357664233
Facebook,0.12619502868068833,0.09560229445506692
Flu,0.12903225806451613,0.06451612903225806
Graduation,0.12395309882747069,0.10385259631490787
Grammys,0.1894934333958724,0.15196998123827393
Iphone,0.1377952755905512,0.1515748031496063
Kobe,0.1621160409556314,0.14505119453924914
McDonalds,0.12264150943396226,0.09056603773584905
NBA,0.10576923076923077,0.05961538461538462
NYC,0.08401639344262295,0.05327868852459016
Netflix,0.17142857142857143,0.19183673469387755
Obama,0.10606060606060606,0.11784511784511785
Paris,0.15358931552587646,0.1335559265442404
Patriots,0.13766730401529637,0.11854684512428298
Seahawks,0.15356489945155394,0.13711151736745886
Superbowl,0.19245283018867926,0.1641509433962264
Thanksgiving,0.14602587800369685,0.13123844731977818
VMA,0.14473684210526316,0.09868421052631579
WWE,0.10276679841897234,0.07905138339920949
Xbox,0.12085769980506822,0.1267056530214425
