Topic,coherence,consistency,fluency,overall
49ers,0.1339414744958266,0.26668380724140023,0.5282864608716011,0.30963724753627603
Amazon,0.119616665616992,0.4355670406711085,0.5612415224127385,0.37214174290027974
Beyonce,0.40444584370747827,0.4402832780789039,0.7302659132887254,0.5249983450250358
Chicago,0.26786160846708,0.3623870975752806,0.5971441780669855,0.40913096136978205
Christmas,0.40698031080374353,0.587342749494027,0.7346095369182247,0.5763108657386651
Eagles,0.7259759557049098,0.4065768854278563,0.6184215483148386,0.5836581298158682
Facebook,0.0873637518246114,0.3365280754427559,0.5303274299494676,0.31807308573894494
Flu,0.3107486956554393,0.3174864607758172,0.6900179877704558,0.43941771473390406
Graduation,0.07824018832901976,0.07904312779716298,0.18445060423707668,0.11391130678775314
Grammys,0.08925311226629719,0.3295485035083755,0.5520589221727455,0.32362017931580606
Iphone,0.38312384577094766,0.5286946939488523,0.6788861557043735,0.5302348984747245
Kobe,0.599122841211979,0.3805000575188349,0.6081293259126134,0.5292507415478092
McDonalds,0.0032628296200861487,0.3110574002446972,0.4992538471121638,0.2711913589923157
NBA,0.7150384867823141,0.36502177872158187,0.7077791356810811,0.5959464670616591
NYC,0.7426026530455568,0.4749557372764103,0.8216124388168181,0.6797236097129283
Netflix,0.17035521521694846,0.29650866618033145,0.48116156282160877,0.3160084814062962
Obama,0.4295065557249135,0.4324676110019965,0.6585332626192746,0.5068358097820616
Paris,0.07092114886138078,0.464677160630949,0.49860203049724117,0.34473344666319033
Patriots,0.008776960388571703,0.43959909743980835,0.7710747968701325,0.4064836182328375
Seahawks,0.23662822063985614,0.46160229131461405,0.7024502919494918,0.4668936013013207
Superbowl,0.19137449791316744,0.5225375249318726,0.6278557957137777,0.44725593951960585
Thanksgiving,0.05142883586173805,0.16592845294933053,0.49115737768506973,0.2361715554987128
VMA,0.15553769723020702,0.4320403127689764,0.6887569436241533,0.4254449845411122
WWE,0.07305148343975307,0.11725835672325463,0.3297345353595096,0.17334812517417242
Xbox,0.7394794139132088,0.3627850873093132,0.5547390943354883,0.5523345318526701
