Topic,SQA
49ers,0.09102693602693603
Amazon,0.18268021098470924
Beyonce,0.1217446894033231
Chicago,0.06723496828945857
Christmas,0.05572545147977267
Eagles,0.139547759339426
Facebook,0.02702702702702703
Flu,0.1927437641723356
Graduation,0.020175953079178886
Grammys,0.01610845295055821
Iphone,0.04359500148973833
Kobe,0.05133922653607692
McDonalds,0.009259259259259259
NBA,0.0338047138047138
NYC,0.07076830732292917
Netflix,0.10387864823348694
Obama,0.01973980543391846
Paris,0.02360831656606304
Patriots,0.090981240981241
Seahawks,0.04505778851129894
Superbowl,0.06818181818181818
Thanksgiving,0.08897586263315163
VMA,0.010266011310611183
WWE,0.05333616204573629
Xbox,0.02212051868802441
