Topic,SUPERT
49ers,0.557398154991666
Amazon,0.507389643631344
Beyonce,0.6038538125611319
Chicago,0.4551741322396288
Christmas,0.5218868458866164
Eagles,0.4920589758307058
Facebook,0.6340630774678598
Flu,0.5170814739358054
Graduation,0.574847267430986
Grammys,0.5604150553311156
Iphone,0.5909908826867774
Kobe,0.4814147332128257
McDonalds,0.48227790816416954
NBA,0.4968691226143714
NYC,0.512883177243635
Netflix,0.5445160563663705
Obama,0.46419622953974693
Paris,0.40686245457534875
Patriots,0.49077772633920147
Seahawks,0.6305885416523181
Superbowl,0.4125285877631908
Thanksgiving,0.6254244067804889
VMA,0.4225822125326579
WWE,0.5242320310256359
Xbox,0.5091243405264384
