Topic,coherence,consistency,fluency,overall
49ers,0.056741479038693574,0.5654107569044476,0.6728629442924512,0.4316717267451975
Amazon,0.15635056175703363,0.39951162020037756,0.8522222685973995,0.46936148351827023
Beyonce,0.4712276996295087,0.45792756602966184,0.6585606815372329,0.5292386490654678
Chicago,0.0916448243597185,0.25000181643738345,0.2568621708358747,0.19950293721099222
Christmas,0.7639394752549571,0.5110649035539558,0.8283991332999207,0.7011345040362779
Eagles,0.12584363919738298,0.33960576686742544,0.5534679503392714,0.33963911880135994
Facebook,0.1332074731357461,0.5310482638535796,0.6960329687922164,0.4534295685938474
Flu,0.27828652995134806,0.15749989010432183,0.6192034423493551,0.3516632874683417
Graduation,0.42538196261791983,0.39789285335695873,0.6469149456944204,0.4900632538897664
Grammys,0.32928866529531053,0.43368981494498376,0.6301208537922263,0.4643664446775069
Iphone,0.40558291342838126,0.14708844939993448,0.251429960401805,0.2680337744100402
Kobe,0.006645886427852562,0.16998872198049764,0.2592592240793866,0.14529794416257893
McDonalds,0.001970364689680815,0.051255164415136126,0.029657057693002628,0.02762752893260652
NBA,0.5703205392301317,0.3933798979657493,0.6375659005143365,0.5337554459034058
NYC,0.051789719514391284,0.26912221358162297,0.4906859931767837,0.27053264209093264
Netflix,0.3007688275395668,0.3992812829660812,0.5854728475571995,0.42850765268761587
Obama,0.7420126203998146,0.4059132562375396,0.533989124465205,0.560638333700853
Paris,0.32749431269932894,0.29059630234134526,0.43294652679703355,0.3503457139459026
Patriots,0.45977099943261573,0.4190181503323046,0.6717311993359352,0.5168401163669518
Seahawks,0.035484863605296964,0.2537821848688861,0.5940414865633142,0.2944361783458324
Superbowl,0.5181557834506746,0.5233634170961834,0.8056708322554303,0.6157300109340961
Thanksgiving,0.24860811553861445,0.15007504060116192,0.3612109175031643,0.2532980245476469
VMA,0.25925006684698365,0.3203934205710465,0.7813727341457256,0.45367207385458524
WWE,0.09973198260563572,0.31452030296573297,0.6250911358081701,0.3464478071265129
Xbox,0.05502303961062579,0.40960461058823633,0.5817962214625264,0.3488079572204628
