Topic,coherence,consistency,fluency,overall
49ers,0.41108876215040335,0.2965255673116616,0.6801163905920632,0.4625769066847094
Amazon,0.07298636884512584,0.3291983825017241,0.5721866176868139,0.3247904563445546
Beyonce,0.4860675277678626,0.4361944753048712,0.8080761491331089,0.5767793840686143
Chicago,0.3070524935703596,0.3437723251731459,0.5198883770079223,0.3902377319171426
Christmas,0.16767042665635895,0.3886256990273096,0.45909236613940757,0.338462830607692
Eagles,0.21670750799743477,0.31328105273900264,0.5853856390767784,0.37179139993773863
Facebook,0.004197907840316464,0.23719311349492686,0.35646304657404193,0.19928468930309506
Flu,0.5817174312147528,0.17155858916802583,0.47343727491793,0.40890443176690283
Graduation,0.18844741191011807,0.33995929627628446,0.49465664056900893,0.3410211162518038
Grammys,0.004976861645145607,0.33923327546749377,0.5791669531120923,0.3077923634082439
Iphone,0.5347351193232937,0.4288401814180644,0.6926820881184822,0.5520857962866135
Kobe,0.05162725542801096,0.34535629550103514,0.5646672005237979,0.3205502504842814
McDonalds,0.007011875339186781,0.23297259555510733,0.3951759642197077,0.2117201450380006
NBA,0.13754953596065395,0.5810785057809501,0.8635453667038826,0.5273911361484955
NYC,0.07098152493357314,0.40234247357133124,0.8303001331151226,0.4345413772066757
Netflix,0.3687400532017823,0.28030061130490325,0.5216097911141151,0.39021681854026685
Obama,0.2665691706722011,0.4221850069523384,0.5969648165242589,0.42857299804959953
Paris,0.3354331696148091,0.4938211742854689,0.8442350128027993,0.5578297855676925
Patriots,0.026507406190814858,0.3147391487246982,0.600543009703871,0.313929854873128
Seahawks,0.22000749444484372,0.3524916941786882,0.6425576088399162,0.405018932487816
Superbowl,0.18905570637100497,0.5795231095496011,0.6998661999031629,0.4894816719412563
Thanksgiving,0.032347209588734716,0.15475952819046687,0.3593647347340055,0.18215715750440234
VMA,0.0315766395661572,0.32871686713315673,0.5460934319152153,0.3021289795381764
WWE,0.7033667606426968,0.5379789632176604,0.9265704955944738,0.7226387398182771
Xbox,0.3809619959059882,0.3620133911958279,0.6791180751826232,0.47403115409481317
