Topic,SQA
49ers,0.07791961696723601
Amazon,0.04639386189258313
Beyonce,0.16741005055010408
Chicago,0.0762170056708608
Christmas,0.058934464875058934
Eagles,0.13880871377080986
Facebook,0.02702702702702703
Flu,0.09523809523809523
Graduation,0.08640101201771032
Grammys,0.013737373737373737
Iphone,0.028708401527550463
Kobe,0.05728245209658871
McDonalds,0.010493827160493827
NBA,0.0770776705744026
NYC,0.12694602941208458
Netflix,0.12908928701193031
Obama,0.029842745364484887
Paris,0.06360751027109836
Patriots,0.061929092229025935
Seahawks,0.035688684075780845
Superbowl,0.008686133686133687
Thanksgiving,0.10926633752720709
VMA,0.0297029702970297
WWE,0.03228541897713298
Xbox,0.006211180124223603
