Topic,BLANC-help,BLANC-tune
49ers,0.14705882352941177,0.13529411764705881
Amazon,0.1324110671936759,0.1324110671936759
Beyonce,0.14124293785310735,0.08662900188323917
Chicago,0.14685314685314685,0.13286713286713286
Christmas,0.1744186046511628,0.19767441860465115
Eagles,0.19011406844106463,0.14068441064638784
Facebook,0.10919540229885058,0.1360153256704981
Flu,0.09126984126984126,0.08531746031746032
Graduation,0.08143939393939394,0.10416666666666667
Grammys,0.17063492063492064,0.14682539682539683
Iphone,0.11596958174904944,0.16159695817490494
Kobe,0.14051094890510948,0.07846715328467153
McDonalds,0.13827655310621242,0.12625250501002003
NBA,0.11252268602540835,0.0544464609800363
NYC,0.10272536687631027,0.0859538784067086
Netflix,0.17416829745596868,0.16634050880626222
Obama,0.12522686025408347,0.09800362976406533
Paris,0.1456140350877193,0.1543859649122807
Patriots,0.1431297709923664,0.12213740458015267
Seahawks,0.17823639774859287,0.12570356472795496
Superbowl,0.1676300578034682,0.15221579961464354
Thanksgiving,0.12310606060606061,0.16098484848484848
VMA,0.13043478260869565,0.1108695652173913
WWE,0.1288981288981289,0.02702702702702703
Xbox,0.10337972166998012,0.1272365805168986
