Topic,BARTScore
49ers,-0.6171625852584839
Amazon,-2.4388461112976074
Beyonce,-2.2050156593322754
Chicago,-1.5917816162109375
Christmas,-1.2121211290359497
Eagles,-0.6892767548561096
Facebook,-0.9399232864379883
Flu,-1.6637370586395264
Graduation,-1.749423623085022
Grammys,-1.6587597131729126
Iphone,-1.4157137870788574
Kobe,-1.3407031297683716
McDonalds,-0.9932411313056946
NBA,-3.180631637573242
NYC,-2.4333739280700684
Netflix,-0.9368379712104797
Obama,-1.8804123401641846
Paris,-1.6077741384506226
Patriots,-2.5252881050109863
Seahawks,-3.1994519233703613
Superbowl,-0.5963097214698792
Thanksgiving,-1.9767996072769165
VMA,-3.0706958770751953
WWE,-2.4387054443359375
Xbox,-2.6279656887054443
