Topic,BLANC-help,BLANC-tune
49ers,0.13137254901960785,0.09019607843137255
Amazon,0.1482213438735178,0.17391304347826086
Beyonce,0.12429378531073447,0.09227871939736347
Chicago,0.12412587412587413,0.12237762237762238
Christmas,0.14534883720930233,0.17054263565891473
Eagles,0.17300380228136883,0.1520912547528517
Facebook,0.08620689655172414,0.14942528735632185
Flu,0.10515873015873016,0.07936507936507936
Graduation,0.10606060606060606,0.11553030303030302
Grammys,0.1884920634920635,0.15476190476190477
Iphone,0.11596958174904944,0.12167300380228137
Kobe,0.15328467153284672,0.12043795620437957
McDonalds,0.1523046092184369,0.13627254509018036
NBA,0.0998185117967332,0.0544464609800363
NYC,0.1069182389937107,0.08385744234800839
Netflix,0.136986301369863,0.11937377690802348
Obama,0.1560798548094374,0.132486388384755
Paris,0.09649122807017543,0.15087719298245614
Patriots,0.1450381679389313,0.10114503816793893
Seahawks,0.16135084427767354,0.1425891181988743
Superbowl,0.15221579961464354,0.16377649325626203
Thanksgiving,0.11174242424242424,0.14962121212121213
VMA,0.13043478260869565,0.10217391304347827
WWE,0.13305613305613306,0.0395010395010395
Xbox,0.12127236580516898,0.14314115308151093
